Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;7;Capannoni tipici;OTTIMO;P;850;1050;L;4,3;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;10;Laboratori;NORMALE;P;650;1000;L;3,9;5,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;20;Abitazioni civili;OTTIMO;;2650;3700;L;8,8;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;20;Abitazioni civili;NORMALE;P;1900;2650;L;6,5;8,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;21;Abitazioni di tipo economico;OTTIMO;;2000;2550;L;7,2;8,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;21;Abitazioni di tipo economico;NORMALE;P;1700;1900;L;5,4;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;13;Box;NORMALE;P;1150;1700;L;4,4;6,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;5;Negozi;NORMALE;P;1150;1800;L;6,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;6;Uffici;OTTIMO;P;1600;2000;L;6;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;18;Uffici strutturati;OTTIMO;P;1900;2500;L;10;12,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;8;Capannoni industriali;OTTIMO;P;800;1000;L;4,1;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;7;Capannoni tipici;OTTIMO;P;850;1150;L;4,2;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;10;Laboratori;NORMALE;P;750;1200;L;4,3;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;OTTIMO;;2700;4000;L;9;12,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;NORMALE;P;2100;2650;L;6;8,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;OTTIMO;;2200;2700;L;6,1;8,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;NORMALE;P;1500;2100;L;4,8;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;13;Box;NORMALE;P;1100;1600;L;4,8;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;9;Magazzini;NORMALE;P;550;800;L;3;4,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;5;Negozi;NORMALE;P;1250;1700;L;7,3;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;6;Uffici;OTTIMO;P;1500;2000;L;7,6;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;18;Uffici strutturati;OTTIMO;P;2100;3000;L;11,5;16,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;8;Capannoni industriali;OTTIMO;P;750;1000;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;7;Capannoni tipici;OTTIMO;P;800;1050;L;4,2;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;10;Laboratori;NORMALE;P;700;950;L;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;OTTIMO;;2550;3700;L;8,9;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;NORMALE;P;1800;2500;L;6,5;8,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;OTTIMO;;1750;2550;L;6,2;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;NORMALE;P;1500;1700;L;5;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;13;Box;NORMALE;P;1200;1800;L;5,2;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;9;Magazzini;NORMALE;P;650;800;L;4;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;5;Negozi;NORMALE;P;1450;2100;L;7,3;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;6;Uffici;OTTIMO;P;1500;2200;L;7,1;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;18;Uffici strutturati;OTTIMO;P;2050;2700;L;10,7;14,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;8;Capannoni industriali;OTTIMO;P;800;1050;L;4,3;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;7;Capannoni tipici;OTTIMO;P;700;1000;L;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;10;Laboratori;NORMALE;P;800;1300;L;4,5;7,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;OTTIMO;;2700;3800;L;9,3;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;NORMALE;P;2100;2650;L;7,2;9,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;OTTIMO;;2050;2700;L;7,2;9,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;NORMALE;P;1650;2050;L;5,6;7,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;13;Box;NORMALE;P;1300;2000;L;6;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;9;Magazzini;NORMALE;P;600;850;L;3,5;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;5;Negozi;NORMALE;P;1300;2200;L;7,8;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;6;Uffici;OTTIMO;P;1550;2250;L;7;10,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;18;Uffici strutturati;OTTIMO;P;2000;2900;L;10,3;16;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;8;Capannoni industriali;OTTIMO;P;850;1000;L;4,8;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;7;Capannoni tipici;OTTIMO;P;800;1050;L;4,3;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;10;Laboratori;NORMALE;P;800;1200;L;4,8;7,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;OTTIMO;;2300;2600;L;7,8;8,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;NORMALE;P;1700;2300;L;5,4;7,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;NORMALE;P;1350;1600;L;4,7;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;OTTIMO;;1650;2150;L;5,7;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;13;Box;NORMALE;P;1000;1400;L;4,8;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;NORMALE;P;1800;2300;L;6;7,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;OTTIMO;;2400;2700;L;7,8;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;9;Magazzini;NORMALE;P;450;550;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;5;Negozi;NORMALE;P;800;1200;L;4;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;6;Uffici;OTTIMO;P;900;1300;L;4,5;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;18;Uffici strutturati;OTTIMO;P;1600;2150;L;9,3;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;8;Capannoni industriali;OTTIMO;P;600;850;L;3,5;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;7;Capannoni tipici;OTTIMO;P;600;900;L;3,6;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;10;Laboratori;NORMALE;P;500;650;L;3;3,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;OTTIMO;;2250;2950;L;8,3;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;NORMALE;P;1700;2150;L;5,7;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;OTTIMO;;1550;1700;L;5,5;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;NORMALE;P;1200;1550;L;4,3;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;13;Box;NORMALE;P;1000;1500;L;4,4;6,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;9;Magazzini;NORMALE;P;300;450;L;1,8;2,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;5;Negozi;NORMALE;P;900;1450;L;5,1;8,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;6;Uffici;OTTIMO;P;1150;1700;L;6;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;18;Uffici strutturati;OTTIMO;P;1750;2650;L;9,5;14,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;8;Capannoni industriali;OTTIMO;P;700;950;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;7;Capannoni tipici;OTTIMO;P;700;950;L;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;10;Laboratori;NORMALE;P;500;700;L;3;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;OTTIMO;;2100;3100;L;7;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;NORMALE;P;1600;2050;L;5,3;6,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;OTTIMO;;1300;1700;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;NORMALE;P;1050;1300;L;3,8;4,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;13;Box;NORMALE;P;1100;1600;L;4,8;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;9;Magazzini;NORMALE;P;350;500;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;5;Negozi;NORMALE;P;800;1200;L;4,2;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;6;Uffici;OTTIMO;P;1250;1500;L;6,3;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;18;Uffici strutturati;OTTIMO;P;1350;2100;L;8,2;11,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;8;Capannoni industriali;OTTIMO;P;750;900;L;4,2;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;7;Capannoni tipici;OTTIMO;P;700;900;L;4;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;10;Laboratori;NORMALE;P;450;700;L;2,5;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;OTTIMO;;1900;2800;L;6,2;9,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;NORMALE;P;1650;1900;L;5;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;OTTIMO;;1650;2100;L;5,4;6,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;NORMALE;P;1400;1600;L;4;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;13;Box;NORMALE;P;900;1300;L;4,3;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;9;Magazzini;NORMALE;P;400;600;L;2,2;3,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;5;Negozi;NORMALE;P;900;1550;L;4;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;6;Uffici;OTTIMO;P;1100;1600;L;5,9;8,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;18;Uffici strutturati;OTTIMO;P;1550;2100;L;8,3;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;8;Capannoni industriali;OTTIMO;P;700;950;L;3,8;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;7;Capannoni tipici;OTTIMO;P;750;1000;L;4;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;10;Laboratori;NORMALE;P;650;850;L;3,9;5,2;L
