Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;20;Abitazioni civili;OTTIMO;;9000;12300;L;28;37,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;20;Abitazioni civili;NORMALE;P;7400;9000;L;23;28;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;21;Abitazioni di tipo economico;NORMALE;P;6500;7800;L;18;22;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;21;Abitazioni di tipo economico;OTTIMO;;7800;9000;L;24;30;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;19;Abitazioni signorili;OTTIMO;P;11200;14300;L;37,5;46;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;13;Box;NORMALE;P;4700;6600;L;14,5;21,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;9;Magazzini;NORMALE;P;2550;3300;L;14;18;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;5;Negozi;OTTIMO;;15100;21600;L;83;124;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;5;Negozi;NORMALE;P;8800;12400;L;40;59;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;6;Uffici;OTTIMO;P;5800;9000;L;21,3;36;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;18;Uffici strutturati;OTTIMO;P;6200;10000;L;27,9;45,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;10;Laboratori;NORMALE;P;2800;3300;L;15;20,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;20;Abitazioni civili;OTTIMO;;6900;8200;L;18,5;27,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;20;Abitazioni civili;NORMALE;P;5000;6900;L;14,5;18,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;21;Abitazioni di tipo economico;NORMALE;P;4100;5100;L;13;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;21;Abitazioni di tipo economico;OTTIMO;;5100;6400;L;17;20,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;19;Abitazioni signorili;OTTIMO;P;7600;9400;L;22,7;29;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;13;Box;NORMALE;P;3300;4500;L;10,5;15,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;9;Magazzini;NORMALE;P;1600;2300;L;9,5;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;5;Negozi;OTTIMO;;5300;7400;L;29,5;40,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;5;Negozi;NORMALE;P;3700;5300;L;20;27,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;6;Uffici;OTTIMO;P;4200;5800;L;18,2;25,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;18;Uffici strutturati;OTTIMO;P;4600;6200;L;20,6;28,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;10;Laboratori;NORMALE;P;2200;2600;L;11,7;14,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;20;Abitazioni civili;OTTIMO;;8000;10000;L;22,1;29;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;20;Abitazioni civili;NORMALE;P;6500;8000;L;18,6;22,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;21;Abitazioni di tipo economico;NORMALE;P;6000;6600;L;17;20,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;21;Abitazioni di tipo economico;OTTIMO;;6700;8000;L;20,8;24,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;19;Abitazioni signorili;OTTIMO;P;10000;12400;L;29;38,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;13;Box;NORMALE;P;3500;5200;L;11,5;15,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;9;Magazzini;NORMALE;P;1400;2000;L;7;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;5;Negozi;OTTIMO;;6500;8500;L;30;43,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;5;Negozi;NORMALE;P;4500;6500;L;20;28,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;6;Uffici;OTTIMO;P;4300;5800;L;19;25,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;18;Uffici strutturati;OTTIMO;P;4800;6200;L;21,6;27,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B15;MI00003544;10;Laboratori;NORMALE;P;2500;3100;L;11;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;20;Abitazioni civili;OTTIMO;;7800;9600;L;21,3;25,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;20;Abitazioni civili;NORMALE;P;6100;7800;L;17,5;21,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;21;Abitazioni di tipo economico;NORMALE;P;5700;6100;L;16;18,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;21;Abitazioni di tipo economico;OTTIMO;;6100;7800;L;18,3;21,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;19;Abitazioni signorili;OTTIMO;P;8700;11400;L;24,7;36;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;13;Box;NORMALE;P;3800;5100;L;12,5;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;9;Magazzini;NORMALE;P;1500;2100;L;10;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;5;Negozi;OTTIMO;;5500;8000;L;27,5;40,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;5;Negozi;NORMALE;P;4000;5500;L;18,4;26,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;6;Uffici;OTTIMO;P;4300;5800;L;16,4;25,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;18;Uffici strutturati;OTTIMO;P;4800;6200;L;20,4;25,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B16;MI00003545;10;Laboratori;NORMALE;P;2400;3000;L;12;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;20;Abitazioni civili;OTTIMO;;5800;8200;L;16,9;26;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;20;Abitazioni civili;NORMALE;P;4300;5800;L;13,2;16,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;21;Abitazioni di tipo economico;NORMALE;P;3000;3800;L;10;12,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;21;Abitazioni di tipo economico;OTTIMO;;3800;5800;L;12,8;18;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;19;Abitazioni signorili;OTTIMO;P;7800;10700;L;24,2;28;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;13;Box;NORMALE;P;2400;3600;L;10;13,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;9;Magazzini;NORMALE;P;900;1200;L;4,8;6,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;5;Negozi;OTTIMO;;5000;7400;L;26;39;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;5;Negozi;NORMALE;P;3300;4900;L;16,6;25;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;6;Uffici;OTTIMO;P;3600;5300;L;13,5;21,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;18;Uffici strutturati;OTTIMO;P;4000;6100;L;20,5;30,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B17;MI00004767;10;Laboratori;NORMALE;P;1500;2000;L;7,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;20;Abitazioni civili;OTTIMO;;6400;9100;L;21;27;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;20;Abitazioni civili;NORMALE;P;4700;6400;L;15;20,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;21;Abitazioni di tipo economico;NORMALE;;3700;4700;L;13,3;16,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;21;Abitazioni di tipo economico;OTTIMO;P;4700;5800;L;16,2;21;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;13;Box;NORMALE;P;2800;4200;L;8;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;9;Magazzini;NORMALE;P;1100;1500;L;6;7,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;5;Negozi;OTTIMO;;5700;8600;L;25;45;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;5;Negozi;NORMALE;P;4200;5700;L;17;24;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;6;Uffici;OTTIMO;P;4200;5800;L;18,4;25,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;18;Uffici strutturati;OTTIMO;P;4700;6200;L;23,5;31;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B18;MI00004768;10;Laboratori;NORMALE;P;1950;2550;L;9,8;12,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;20;Abitazioni civili;OTTIMO;;6500;8000;L;19,5;25;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;20;Abitazioni civili;NORMALE;P;4800;6500;L;15;19,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;21;Abitazioni di tipo economico;NORMALE;P;4000;4700;L;13;14,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;21;Abitazioni di tipo economico;OTTIMO;;4700;6500;L;15,2;19;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;19;Abitazioni signorili;OTTIMO;P;8000;9500;L;21;31,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;13;Box;NORMALE;P;3300;4900;L;11,3;16,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;9;Magazzini;NORMALE;P;950;1200;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;5;Negozi;OTTIMO;P;5200;7000;L;24,9;39,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;5;Negozi;NORMALE;;3600;5200;L;16;22,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;6;Uffici;OTTIMO;P;4000;5800;L;14,7;24,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;18;Uffici strutturati;OTTIMO;P;4600;6200;L;21;31;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B19;MI00004769;10;Laboratori;NORMALE;P;1400;2100;L;8,7;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;20;Abitazioni civili;OTTIMO;;5300;6900;L;19,2;24,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;20;Abitazioni civili;NORMALE;P;4400;5300;L;14,5;17,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;21;Abitazioni di tipo economico;NORMALE;P;3600;4400;L;11,4;13,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;21;Abitazioni di tipo economico;OTTIMO;;4400;5300;L;13,3;19,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;13;Box;NORMALE;P;2750;3600;L;11,9;15,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;9;Magazzini;NORMALE;P;700;1000;L;4;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;5;Negozi;OTTIMO;;3700;5600;L;18;33;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;5;Negozi;NORMALE;P;2700;3700;L;13,7;17,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;6;Uffici;OTTIMO;P;2800;4200;L;13;17,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;18;Uffici strutturati;OTTIMO;P;3100;4600;L;15,7;22,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B20;MI00004770;10;Laboratori;NORMALE;P;1100;1800;L;5,8;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;20;Abitazioni civili;OTTIMO;;5500;7400;L;14;21,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;20;Abitazioni civili;NORMALE;P;4000;5500;L;11,2;13,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;21;Abitazioni di tipo economico;NORMALE;P;3300;4300;L;9,8;12,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;21;Abitazioni di tipo economico;OTTIMO;;4400;5100;L;13,2;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;13;Box;NORMALE;P;2200;3200;L;8,7;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;9;Magazzini;NORMALE;P;700;850;L;3,5;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;5;Negozi;OTTIMO;;3900;5500;L;20;30;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;5;Negozi;NORMALE;P;2550;3800;L;12,5;20;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;6;Uffici;OTTIMO;P;2900;4300;L;12,8;18,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;18;Uffici strutturati;OTTIMO;P;3400;5200;L;17,2;26;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B21;MI00004771;10;Laboratori;NORMALE;P;1250;1700;L;6,8;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;OTTIMO;;5400;6700;L;19,1;22;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;NORMALE;P;4100;5400;L;14,8;19;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;21;Abitazioni di tipo economico;OTTIMO;;4000;5300;L;12,6;18,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;21;Abitazioni di tipo economico;NORMALE;P;3300;4000;L;11;12,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;13;Box;NORMALE;P;2400;3500;L;9;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;9;Magazzini;NORMALE;P;750;1050;L;4,2;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;5;Negozi;OTTIMO;P;5600;8500;L;29;40,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;5;Negozi;NORMALE;;2500;3600;L;11,1;16,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;6;Uffici;OTTIMO;P;3100;4300;L;13,7;18,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;18;Uffici strutturati;OTTIMO;P;3700;5200;L;18,9;25,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;8;Capannoni industriali;NORMALE;P;900;1100;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;7;Capannoni tipici;NORMALE;P;950;1200;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;10;Laboratori;NORMALE;P;1350;1850;L;7;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;20;Abitazioni civili;OTTIMO;P;7400;9500;L;20;31;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;19;Abitazioni signorili;OTTIMO;P;9500;10700;L;32,7;40;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;13;Box;NORMALE;P;2400;3100;L;7,9;11,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;20;Abitazioni civili;NORMALE;;3500;5300;L;12;18;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;20;Abitazioni civili;OTTIMO;P;8400;11700;L;26,8;38,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;19;Abitazioni signorili;OTTIMO;P;11400;13900;L;38,8;44,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;13;Box;NORMALE;P;2400;3300;L;8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;18;Uffici strutturati;OTTIMO;P;6500;8000;L;30;38;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;20;Abitazioni civili;OTTIMO;;3700;4400;L;9,9;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;20;Abitazioni civili;NORMALE;P;2600;3600;L;8,5;9,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;21;Abitazioni di tipo economico;OTTIMO;;2200;2750;L;7,1;8,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;21;Abitazioni di tipo economico;NORMALE;P;1700;2100;L;5,9;6,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;13;Box;NORMALE;P;1600;2300;L;7;10,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;1;Ville e Villini;NORMALE;P;2900;3500;L;8,8;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;1;Ville e Villini;OTTIMO;;3600;4600;L;11;13,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;9;Magazzini;NORMALE;P;750;900;L;3,5;4,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;5;Negozi;OTTIMO;;2600;3700;L;14,5;22;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;5;Negozi;NORMALE;P;1800;2550;L;10,4;14,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;6;Uffici;OTTIMO;P;2000;2900;L;8,7;11,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;18;Uffici strutturati;OTTIMO;P;2600;3500;L;12,2;17,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;8;Capannoni industriali;NORMALE;P;900;1100;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;7;Capannoni tipici;NORMALE;P;900;1200;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;10;Laboratori;NORMALE;P;1200;1400;L;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;20;Abitazioni civili;OTTIMO;;4000;5300;L;11,7;15,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;20;Abitazioni civili;NORMALE;P;2900;3900;L;8,8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;21;Abitazioni di tipo economico;OTTIMO;;2500;3400;L;8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;21;Abitazioni di tipo economico;NORMALE;P;1850;2500;L;7;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;13;Box;NORMALE;P;2050;3100;L;7;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;9;Magazzini;NORMALE;P;750;1000;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;5;Negozi;OTTIMO;;3700;5600;L;21;32,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;5;Negozi;NORMALE;P;2000;3700;L;10,8;20;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;6;Uffici;OTTIMO;P;2100;3600;L;9,3;17,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;18;Uffici strutturati;OTTIMO;P;2700;4000;L;13,9;21;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;8;Capannoni industriali;NORMALE;P;800;1000;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;7;Capannoni tipici;NORMALE;P;850;1050;L;5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;10;Laboratori;NORMALE;P;1100;1600;L;5,5;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;20;Abitazioni civili;OTTIMO;;4500;6500;L;13,5;18,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;20;Abitazioni civili;NORMALE;P;3500;4400;L;12;13,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;21;Abitazioni di tipo economico;OTTIMO;;3400;4300;L;11,9;12,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;21;Abitazioni di tipo economico;NORMALE;P;2600;3400;L;9;11,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;19;Abitazioni signorili;OTTIMO;P;5900;7300;L;19,8;25;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;13;Box;NORMALE;P;2100;3100;L;6,8;10,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;1;Ville e Villini;OTTIMO;P;6000;7300;L;20;25;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;9;Magazzini;NORMALE;P;700;850;L;3,5;4,4;L
